id,elevation,ozone,NO2,azimuth,zenith,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12,water_vapor,scene,incidence_azimuth,incidence_zenith,AOT_550
7026,1589,293,0.127,167.6,69.8,0.7142,0.6554,0.6366,0.7159,0.8547,0.8393,0.8271,0.7608,0.9326,0.5371,0.0071,0.1241,0.1284,324,K,194.2,2.8,0.035
7027,10,314,0.456,159.7,63.4,0.1469,0.108,0.0795,0.0748,0.0889,0.1041,0.1162,0.1227,0.1408,0.076,0.0018,0.1874,0.1233,325,E,104.4,4.7,0.042
7028,60,288,0.15,126,31.1,0.1443,0.1239,0.1127,0.0974,0.1257,0.2449,0.303,0.2903,0.3382,0.0495,0.0008,0.2398,0.1195,3197,D,102.8,6.1,0.438
7029,49,335,0.211,163.6,37.9,0.1155,0.0822,0.0554,0.032,0.0251,0.022,0.0194,0.0155,0.0152,0.0068,0.001,0.0043,0.0033,1981,F,112.1,4.3,0.126
7030,93,258,0.116,30.3,50.7,0.1788,0.1298,0.1092,0.0996,0.0878,0.1676,0.1878,0.1777,0.199,0.0643,0.0028,0.1477,0.1018,1501,E,216.6,3.3,0.048
7031,2868,247,0.206,144.7,45.3,0.0974,0.0722,0.064,0.0432,0.0793,0.1767,0.2168,0.2255,0.2394,0.1136,0.002,0.121,0.0608,570,D,99.2,4.9,0.04
7032,209,294,0.328,154.4,51.5,0.1686,0.1355,0.1124,0.0996,0.1128,0.1312,0.1377,0.1267,0.138,0.0613,0.0014,0.1186,0.0966,780,B,289.1,10.8,0.446
7033,405,259,0.122,46.1,47.5,0.2118,0.2281,0.2365,0.2778,0.2779,0.306,0.3114,0.2863,0.3116,0.087,0.0015,0.3416,0.2916,1577,E,286,7.5,0.039
7034,65,315,0.257,116.7,20.4,0.291,0.2409,0.2262,0.2145,0.2183,0.2882,0.3372,0.2947,0.355,0.1595,0.1048,0.2909,0.208,2447,J,283.2,7.8,0.248
7035,423,331,0.206,140.4,27.7,0.9079,0.8468,0.8064,0.9126,0.9451,0.9932,1.0445,0.9273,1.0768,0.7023,0.1067,0.5269,0.3932,1749,I,106.2,9.2,0.231
7036,30,321,0.323,155.2,37.4,0.1781,0.1493,0.1261,0.1167,0.1256,0.1415,0.1526,0.1508,0.1704,0.0778,0.0046,0.1475,0.1158,733,E,103.2,4.7,0.235
7037,456,258,0.118,120.9,30.6,0.1999,0.1963,0.2198,0.3006,0.3171,0.3446,0.3758,0.363,0.3995,0.1464,0.0297,0.4625,0.359,1281,J,281.2,6,0.502
7038,670,399,0.156,174.8,42.6,0.1461,0.1389,0.1316,0.1611,0.1702,0.1808,0.1989,0.2047,0.2196,0.1115,0.0115,0.2639,0.2136,391,E,199.5,2.9,0.151
7039,393,350,0.177,155.9,29.9,0.1345,0.1467,0.151,0.1729,0.1811,0.1909,0.2045,0.1947,0.2116,0.088,0.0013,0.2355,0.2003,829,E,242,3.8,0.038
7040,15,291,0.191,175.8,53.6,0.1613,0.136,0.1192,0.1209,0.1124,0.1193,0.1256,0.1342,0.1307,0.0283,0.0015,0.0903,0.0593,1272,F,285.2,8.3,0.083
7041,225,289,0.114,203.5,75.3,0.2234,0.2111,0.1923,0.2266,0.2309,0.2415,0.2542,0.2473,0.2633,0.1146,0.003,0.2879,0.2534,312,G,315.8,7.8,0.03
7042,456,265,0.119,129.8,39.2,0.1914,0.1844,0.1978,0.2588,0.2728,0.312,0.3461,0.3306,0.3702,0.0874,0.0027,0.434,0.3183,1926,E,282.8,6,0.836
7043,983,276,0.151,150.7,39.6,0.1472,0.1376,0.145,0.1639,0.1825,0.2266,0.246,0.2359,0.2627,0.0789,0.0015,0.2831,0.2137,1452,E,255.4,4.3,0.045
7044,579,310,0.199,125.6,26.4,0.1469,0.1451,0.1176,0.0797,0.1154,0.2957,0.3736,0.3514,0.405,0.0707,0.0021,0.2073,0.0993,2837,D,104.5,9.1,0.213
7045,904,341,0.191,150.6,29.1,0.1301,0.1332,0.1419,0.1518,0.1775,0.2871,0.3311,0.3171,0.3452,0.1131,0.0023,0.2858,0.2109,1371,E,287.3,7.5,0.034
7046,2401,279,0.129,161.9,50.4,0.1176,0.1015,0.0929,0.1161,0.1264,0.1393,0.1447,0.1386,0.1431,0.0717,0.002,0.2048,0.1879,431,E,140.8,3.1,0.024
7047,680,296,0.335,140.8,43.7,0.1919,0.1953,0.2021,0.2218,0.2366,0.2906,0.3145,0.3027,0.3357,0.099,0.0169,0.2792,0.1948,1801,H,286.8,9.4,0.087
7048,5,291,0.172,219.8,68.2,0.1892,0.1763,0.1581,0.1714,0.172,0.1858,0.1987,0.1853,0.2012,0.0587,0.0031,0.2459,0.2058,990,E,320.4,6.9,0.091
7049,680,307,0.178,164.2,68.9,0.1496,0.1093,0.0824,0.0885,0.1062,0.1379,0.1564,0.1768,0.2008,0.0994,0.0021,0.2236,0.131,359,E,192.5,2.8,0.021
7050,393,394,0.119,153.3,56.3,0.4742,0.4213,0.3913,0.4208,0.4934,0.5319,0.5543,0.5445,0.5546,0.277,0.0052,0.0689,0.0673,294,K,238.2,3.7,0.041
7051,456,295,0.142,154.5,67.9,0.2092,0.1813,0.1577,0.1509,0.1579,0.1821,0.1979,0.1904,0.2138,0.0982,0.0252,0.1753,0.1267,673,H,106.2,8.6,0.082
7052,10,304,0.503,167.2,69.2,0.1611,0.1205,0.0774,0.0426,0.0353,0.0295,0.0264,0.0218,0.0188,0.0086,0.0017,0.0047,0.0036,814,F,286.1,7.9,0.067
7053,415,293,0.183,141.5,39.2,0.156,0.1193,0.1132,0.1006,0.1272,0.2117,0.2448,0.2217,0.2694,0.0646,0.0154,0.1746,0.0894,2940,J,197.4,2.9,0.22
7054,1799,298,0.167,130.7,23.1,0.1267,0.1,0.092,0.1074,0.11,0.1208,0.126,0.1302,0.1371,0.0561,0.0013,0.1637,0.1247,1393,E,155.6,2.9,0.07
7055,377,311,0.203,115.6,20.3,0.3073,0.3882,0.4145,0.4885,0.5081,0.4915,0.5716,0.4982,0.5306,0.1564,0.0018,0.5114,0.3322,1084,I,285.6,9.9,0.075
7056,75,359,0.454,158.7,60,0.1467,0.1222,0.0991,0.0879,0.1236,0.1819,0.1888,0.1942,0.2173,0.0817,0.0015,0.1747,0.1215,774,D,107.4,6.2,0.052
7057,15,289,0.139,144.8,51.4,0.5654,0.5481,0.5371,0.5879,0.6051,0.625,0.6458,0.6046,0.661,0.3872,0.0137,0.606,0.5567,839,I,213.7,3.2,0.192
7058,235,316,0.256,145.8,32.7,0.1267,0.1027,0.0949,0.0754,0.1054,0.2379,0.3084,0.2843,0.3439,0.05,0.0009,0.2327,0.1089,3238,D,103.7,5.3,0.239
7059,59,352,0.209,138,27.3,0.1605,0.1414,0.1352,0.1463,0.1616,0.203,0.2275,0.2222,0.2542,0.061,0.0054,0.3153,0.24,1864,E,178.6,2.8,0.117
7060,49,299,0.098,38,78.4,0.196,0.1625,0.1278,0.1372,0.1467,0.1727,0.1837,0.1821,0.2008,0.0783,0.0025,0.2046,0.1525,562,G,263.9,4.4,0.044
7061,225,437,0.061,189.1,79.2,0.6954,0.6922,0.6097,0.6958,0.7354,0.7257,0.739,0.734,0.7456,0.3773,0.0211,0.0867,0.0911,234,K,157.4,3.1,0.052
7062,99,282,0.214,101.7,21.6,0.2811,0.2662,0.2462,0.2434,0.2426,0.2717,0.2939,0.2852,0.3249,0.1275,0.1011,0.3189,0.2606,3629,E,103.6,6.3,0.421
7063,225,437,0.067,189.2,77.3,0.6635,0.6735,0.6077,0.6845,0.709,0.7081,0.712,0.7046,0.7093,0.3577,0.014,0.1398,0.1452,244,K,126.1,10.2,0.053
7064,235,344,0.495,150.8,64.5,0.1871,0.1579,0.1265,0.1289,0.1494,0.1851,0.206,0.2045,0.2298,0.0594,0.0018,0.2726,0.1692,939,E,102.2,5.3,1.052
7065,186,331,0.202,128.9,22.1,0.1642,0.1804,0.1873,0.2039,0.1995,0.2511,0.2682,0.2445,0.2955,0.0572,0.0012,0.2678,0.2242,1990,E,283.6,6,0.145
7066,60,293,0.218,154.2,39.3,0.1547,0.1466,0.1478,0.1264,0.129,0.178,0.204,0.2015,0.2458,0.0736,0.0021,0.2218,0.1429,1316,E,283.8,7.8,0.178
7067,990,298,0.237,153.9,46,0.1367,0.1117,0.1035,0.0816,0.1306,0.2526,0.2919,0.2916,0.3302,0.0861,0.0023,0.2057,0.1079,1668,D,105.8,8.8,0.244
7068,1655,307,0.2,148.8,20.1,0.1306,0.1288,0.1376,0.1528,0.1783,0.239,0.2702,0.2609,0.2965,0.0769,0.0048,0.3183,0.2307,1948,E,285.2,8,0.071
7069,1477,313,0.159,147.6,44.6,0.1652,0.1576,0.1708,0.2155,0.2238,0.243,0.2544,0.2602,0.265,0.1498,0.0044,0.3123,0.2751,394,E,283.8,7.5,0.08
7070,125,380,0.342,161.9,44,0.1493,0.1189,0.1036,0.0914,0.1109,0.1709,0.19,0.1912,0.215,0.0931,0.0021,0.1769,0.1385,603,E,287.5,6.4,0.053
7071,300,340,0.202,164.3,34.4,0.1133,0.0783,0.0514,0.0291,0.0309,0.0505,0.0574,0.0506,0.0558,0.0161,0.0013,0.0109,0.005,1233,B,289.7,8.4,0.058
7072,40,295,0.168,163.9,53.2,0.146,0.1094,0.0833,0.0671,0.0775,0.1078,0.1086,0.0894,0.0993,0.053,0.0012,0.0979,0.0737,787,B,184,2.8,0.042
7073,90,361,0.238,149.1,28.1,0.1439,0.1647,0.1624,0.163,0.1503,0.2617,0.3038,0.2833,0.3249,0.0694,0.0012,0.2242,0.1527,1874,G,166.7,2.8,0.096
7074,16,260,0.123,79.4,27.8,0.1575,0.1633,0.1634,0.1656,0.1589,0.2092,0.2408,0.2111,0.2457,0.028,0.001,0.268,0.1899,4162,E,139.4,3.1,0.198
7075,51,249,0.133,123.7,32.4,0.1445,0.1256,0.1094,0.117,0.132,0.152,0.1564,0.1321,0.1796,0.0234,0.0013,0.2085,0.1599,3497,E,285.2,8.9,0.146
7076,30,350,0.196,157.5,54.4,0.2183,0.3438,0.3834,0.4464,0.5208,0.529,0.5176,0.4792,0.5956,0.1177,0.0017,0.5695,0.5647,858,E,273.5,5.1,0.089
7077,615,405,0.186,238.5,68.5,0.7163,0.5573,0.4656,0.4714,0.4838,0.4422,0.4609,0.4283,0.4034,0.2998,0.0022,0.045,0.0441,220,K,346.2,10.1,0.034
7078,15,248,0.3,137.7,45.9,0.1929,0.1886,0.1864,0.1939,0.1861,0.2123,0.244,0.2216,0.2613,0.0351,0.0011,0.2456,0.2137,1837,H,118.1,3.7,0.554
7079,130,347,0.308,153.7,58.5,0.1728,0.1677,0.1623,0.1758,0.2148,0.2441,0.2546,0.262,0.2708,0.0957,0.0016,0.3033,0.2607,743,E,212,3.1,0.046
7080,37,324,0.321,137.5,60.7,0.3403,0.3262,0.2963,0.2987,0.3118,0.3239,0.3356,0.3336,0.3441,0.2329,0.1239,0.2356,0.1997,91,I,105.1,8.7,0.04
7081,72,275,0.182,87.2,24.6,0.1761,0.1692,0.1674,0.2025,0.2098,0.2485,0.2652,0.2372,0.285,0.0332,0.0011,0.3708,0.2714,3950,E,99.3,5.6,0.342
7082,15,285,0.141,79,26,0.1661,0.1428,0.1423,0.1508,0.1574,0.2045,0.2422,0.2234,0.2625,0.0352,0.0016,0.23,0.1669,3670,E,101.3,5.7,0.305
7083,7,408,0.115,203.6,72.9,0.5952,0.3728,0.2782,0.2691,0.3154,0.347,0.3183,0.2364,0.2907,0.2833,0.005,0.0641,0.0604,247,K,173.1,2.9,0.067
7084,4,268,0.245,142.7,38.2,0.2546,0.2577,0.2928,0.3642,0.359,0.379,0.4118,0.3829,0.4343,0.075,0.0018,0.4899,0.3988,2513,E,284.4,8.5,0.459
7085,30,265,0.097,62.3,16.4,0.157,0.114,0.0904,0.0852,0.079,0.0812,0.0852,0.0731,0.0842,0.0131,0.0008,0.0786,0.0636,3692,B,182.1,2.8,0.142
7086,3862,284,0.149,125.4,23.3,0.1208,0.0943,0.081,0.0847,0.0967,0.1197,0.1322,0.1349,0.1529,0.1001,0.0032,0.221,0.1683,308,E,283.2,7.9,0.084
7087,191,387,0.189,171.1,53.7,0.1727,0.1184,0.0952,0.0729,0.1028,0.1762,0.1965,0.1873,0.1985,0.1129,0.0019,0.0525,0.0256,530,D,274.4,4.7,0.065
7088,266,349,0.263,159.1,26.1,0.478,0.5647,0.5301,0.561,0.5747,0.6176,0.6379,0.611,0.6263,0.2977,0.0386,0.4878,0.3633,1582,I,223.3,3.3,0.302
7089,25,351,0.222,177.8,35.2,0.4678,0.448,0.414,0.4296,0.4224,0.428,0.4436,0.4111,0.4557,0.1125,0.0019,0.4243,0.3388,1308,I,121.2,3.7,0.135
7090,51,272,0.144,58.5,29.1,0.1591,0.1339,0.1214,0.1261,0.136,0.1585,0.1849,0.1491,0.1883,0.0258,0.0081,0.2072,0.1461,3382,E,284,9.6,0.134
7091,5,375,0.194,233.4,62.7,0.5923,0.4635,0.4169,0.4612,0.5369,0.5385,0.5474,0.4538,0.511,0.242,0.0011,0.0899,0.0804,695,K,344.1,9.4,0.04
7092,8,304,0.177,146.9,35.1,0.1735,0.1586,0.1476,0.1548,0.1703,0.2104,0.2364,0.2209,0.2511,0.0457,0.0052,0.2657,0.1684,2579,E,104.7,8.7,0.356
7093,423,327,0.204,148.2,27.1,0.1635,0.145,0.1338,0.1327,0.1369,0.1751,0.1876,0.1845,0.1944,0.0774,0.0014,0.1848,0.1356,1040,E,270,4.8,0.145
7094,344,323,0.28,148.8,46.5,0.1241,0.1011,0.0835,0.0942,0.118,0.1419,0.161,0.1749,0.194,0.1379,0.0069,0.2668,0.1723,145,E,285.2,7.2,0.042
7095,186,327,0.201,129,22.2,0.1995,0.324,0.3401,0.3609,0.2981,0.3503,0.3568,0.3987,0.3696,0.0689,0.0015,0.3666,0.2274,2144,I,105.3,9.3,0.078
7096,225,310,0.185,184.3,58,0.2248,0.2061,0.1959,0.2227,0.2251,0.2367,0.2464,0.2351,0.2567,0.065,0.0023,0.2867,0.2323,1160,E,132.2,4.5,0.053
7097,125,291,0.34,156.2,57,0.3529,0.448,0.4149,0.4334,0.4407,0.4704,0.5018,0.4977,0.5221,0.0987,0.004,0.5116,0.4414,1799,I,106.5,6,0.115
7098,225,288,0.133,185.6,69.8,0.2815,0.2338,0.1965,0.1969,0.198,0.2039,0.2097,0.1915,0.2166,0.0877,0.0036,0.2044,0.1719,691,H,124.9,8,0.092
7099,5,416,0.181,217.1,68.3,0.7942,0.6704,0.5673,0.6412,0.739,0.7335,0.7357,0.6515,0.7242,0.4121,0.006,0.0803,0.0805,281,K,272.6,3.7,0.055
7100,393,365,0.17,149.4,35.2,0.202,0.1899,0.1777,0.1886,0.2024,0.2251,0.2356,0.2256,0.2447,0.1044,0.0351,0.2338,0.1871,1314,H,106.7,9,0.163
7101,50,319,0.588,154.1,52,0.2952,0.2878,0.2453,0.2404,0.2478,0.2533,0.2603,0.2698,0.2677,0.1409,0.0061,0.2565,0.2145,583,I,286.3,9.3,0.291
7102,125,373,0.315,143.8,40.8,0.2517,0.2178,0.1778,0.161,0.1647,0.1987,0.2181,0.218,0.2356,0.1103,0.0278,0.1414,0.1197,1141,H,269,4.7,0.236
7103,1539,336,0.262,140,29.4,0.1296,0.1257,0.1281,0.1245,0.155,0.2445,0.271,0.2621,0.2942,0.1221,0.0014,0.2508,0.1622,1182,E,106.3,10.6,0.065
7104,82,367,0.36,154,46.2,0.1412,0.1138,0.0993,0.0974,0.1123,0.1393,0.1487,0.1435,0.1564,0.1035,0.0022,0.1663,0.127,293,E,232,3.6,0.083
7105,1846,337,0.221,135.2,19.7,0.1943,0.135,0.1359,0.116,0.1855,0.2955,0.3305,0.3311,0.3592,0.1859,0.0031,0.2521,0.1486,513,D,280,5.5,0.049
7106,520,295,0.174,169.5,53.8,0.1357,0.1038,0.0846,0.077,0.0989,0.1137,0.1256,0.1237,0.1462,0.0599,0.0014,0.1368,0.0753,781,B,107.4,6.6,0.036
7107,680,354,0.324,144.7,24.6,0.1541,0.1662,0.1689,0.1777,0.1863,0.2582,0.2791,0.2726,0.292,0.0886,0.0012,0.2191,0.1633,1234,H,286.8,9.4,0.108
7108,22,340,0.179,147.2,44.1,0.1994,0.1917,0.1895,0.2083,0.2211,0.2205,0.2532,0.2169,0.2414,0.0817,0.0016,0.2212,0.17,1020,E,105.2,6.3,0.084
7109,1522,298,0.323,163.7,65.2,0.152,0.1197,0.101,0.1129,0.1282,0.1399,0.1492,0.1615,0.1682,0.1477,0.0185,0.2418,0.1793,17,E,287.3,9,0.052
7110,10,288,0.349,166.9,55,0.1353,0.1001,0.0651,0.0335,0.0283,0.0216,0.0193,0.0175,0.0131,0.0059,0.001,0.0061,0.0033,1865,F,239.8,3.8,0.099
7111,1656,334,0.149,154.6,53.9,0.1767,0.153,0.1458,0.1581,0.1738,0.1889,0.2025,0.1953,0.2117,0.1075,0.0064,0.2701,0.211,538,E,104.1,9.5,0.066
7112,82,333,0.376,163.5,66.6,0.1564,0.1238,0.1033,0.0989,0.0927,0.1073,0.1164,0.1152,0.1239,0.0712,0.001,0.1487,0.1202,643,B,286.1,8.6,0.023
7113,10,276,0.116,73,35.1,0.5085,0.4908,0.4585,0.4613,0.4453,0.4729,0.5092,0.4693,0.5221,0.2002,0.0225,0.3437,0.3001,4045,I,252.8,4.3,0.364
7114,579,296,0.203,160.1,60.2,0.1178,0.0881,0.0649,0.0598,0.0726,0.082,0.0939,0.0997,0.115,0.0637,0.0016,0.1473,0.1014,323,E,284.2,7.2,0.04
7115,1280,335,0.174,165.1,47.1,0.1388,0.1104,0.0927,0.0921,0.0902,0.1008,0.1108,0.1071,0.1089,0.0416,0.005,0.1207,0.0902,876,B,286.3,8.8,0.032
7116,37,286,0.246,158.6,48.9,0.2161,0.2056,0.1904,0.1934,0.2052,0.2442,0.2219,0.2004,0.2571,0.0909,0.0013,0.2572,0.2096,1084,H,105.2,8.7,0.054
7117,450,291,0.213,165.2,56.3,0.1372,0.1033,0.0958,0.0706,0.1136,0.2555,0.293,0.2872,0.3302,0.0664,0.0014,0.2043,0.1086,1849,D,250,4,0.052
7118,5,286,0.21,123.1,44.5,0.3341,0.3495,0.3368,0.3298,0.3257,0.3423,0.3629,0.3641,0.3815,0.1454,0.1013,0.3086,0.2178,2706,H,104.6,4.5,0.146
7119,25,304,0.199,167,49.1,0.1275,0.0885,0.0565,0.0318,0.0256,0.023,0.0192,0.0157,0.0136,0.0067,0.0011,0.0036,0.0012,1489,F,122.1,3.8,0.115
7120,5,445,0.175,203.2,78.9,0.7238,0.6861,0.5488,0.6519,0.6948,0.7038,0.6981,0.6878,0.7305,0.3449,0.0064,0.1299,0.1293,346,K,139.9,5.6,0.099
7121,1437,323,0.121,144.8,57.3,0.2575,0.265,0.2787,0.3162,0.329,0.34,0.3457,0.3303,0.3476,0.2082,0.0116,0.3212,0.2573,218,I,285.7,8.4,0.048
7122,10,323,0.25,150.2,29.1,0.1466,0.1146,0.0796,0.0557,0.0479,0.0458,0.0459,0.0409,0.0414,0.0091,0.0012,0.0287,0.023,3028,B,286.1,8,0.305
7123,533,285,0.34,167.4,59.7,0.157,0.146,0.1238,0.1212,0.1258,0.1387,0.147,0.1456,0.1647,0.0775,0.0013,0.2485,0.2227,537,E,106.6,8.8,0.101
7124,-1,319,0.45,157,39.3,0.1951,0.1746,0.1637,0.1357,0.1615,0.287,0.3823,0.3692,0.438,0.0786,0.0037,0.304,0.1845,2539,E,275.4,5.1,0.295
7125,1437,339,0.162,152.4,32.9,0.3794,0.403,0.4231,0.484,0.5024,0.5087,0.5339,0.5112,0.5339,0.2248,0.0075,0.4945,0.3896,614,I,103.8,7.7,0.054
7126,5,381,0.192,246.2,65.3,0.6547,0.493,0.4331,0.4861,0.5499,0.571,0.5285,0.4788,0.5824,0.304,0.002,0.0792,0.0739,458,K,345.3,10.4,0.073
7127,15,245,0.342,144.5,46.5,0.1975,0.1921,0.1972,0.2051,0.2127,0.2474,0.2635,0.2427,0.2782,0.0525,0.0012,0.2548,0.2156,1892,E,143.1,3.1,0.407
7128,8,278,0.141,51.6,18.1,0.2247,0.2114,0.1861,0.1649,0.1478,0.1391,0.1352,0.1477,0.128,0.0572,0.0014,0.1399,0.1192,2482,F,171.2,2.8,0.141
7129,1372,288,0.173,149.6,37.8,0.1511,0.1457,0.1544,0.1862,0.2202,0.2864,0.3329,0.3239,0.3698,0.0744,0.0032,0.409,0.3037,2396,E,211.6,3.1,0.135
7130,579,318,0.207,121.8,20.7,0.1016,0.0757,0.0655,0.0363,0.0675,0.2272,0.29,0.2903,0.3119,0.0702,0.0019,0.1363,0.0525,2265,D,284.2,7.2,0.117
7131,16,255,0.105,49.5,35.1,0.2175,0.2016,0.1992,0.1894,0.2013,0.2461,0.2805,0.2512,0.296,0.0435,0.0041,0.2478,0.1639,3120,E,140.4,3.1,0.213
7132,1410,285,0.181,154.8,40.1,0.1967,0.172,0.1716,0.1895,0.206,0.2437,0.2584,0.2076,0.2633,0.1391,0.0017,0.2314,0.1546,661,E,285,8.2,0.043
7133,71,273,0.174,60.2,38.6,0.2713,0.3049,0.3177,0.3211,0.3133,0.3625,0.3814,0.3539,0.4084,0.1531,0.1009,0.3946,0.2959,2344,E,193.6,2.8,0.124
7134,5,384,0.191,238.5,64.5,0.6696,0.4831,0.4173,0.4483,0.5647,0.5475,0.5624,0.448,0.5681,0.2931,0.0019,0.07,0.064,450,K,316.2,10.9,0.047
7135,80,277,0.297,160,58.7,0.1779,0.1584,0.1445,0.1495,0.1567,0.1757,0.1895,0.1884,0.1951,0.0658,0.0009,0.1688,0.1301,840,E,103.4,10.2,0.11
7136,856,271,0.146,36.9,47.9,0.1486,0.1255,0.1182,0.123,0.136,0.1959,0.2198,0.2263,0.2369,0.1003,0.0014,0.2025,0.1554,709,E,201,2.9,0.059
7137,49,316,0.188,109.1,20.6,0.1697,0.1674,0.1689,0.1688,0.1817,0.247,0.269,0.2618,0.3112,0.0506,0.0044,0.2884,0.2065,2683,E,101.3,4.9,0.105
7138,330,353,0.228,159.2,62.1,0.221,0.1701,0.1332,0.1168,0.1208,0.1207,0.1103,0.1002,0.108,0.0575,0.0012,0.0934,0.0737,1142,F,285.1,7.2,0.048
7139,491,332,0.219,144.1,28.2,0.1132,0.0899,0.0954,0.0649,0.1221,0.3092,0.374,0.3611,0.4086,0.1098,0.0012,0.2291,0.1087,1420,D,107.1,6.4,0.041
7140,15,260,0.133,123.9,33.3,0.2862,0.262,0.2461,0.257,0.2805,0.3243,0.3478,0.3353,0.364,0.2006,0.1143,0.3291,0.2699,1134,J,138.6,3.1,0.246
7141,579,279,0.226,160.6,48.8,0.1013,0.0738,0.0701,0.0423,0.0914,0.1844,0.2118,0.2259,0.2375,0.0974,0.0012,0.133,0.0544,780,D,285.2,7.2,0.032
7142,1799,276,0.151,158.7,48,0.3813,0.4185,0.4278,0.4358,0.4298,0.4331,0.446,0.5041,0.4602,0.2761,0.0375,0.4903,0.4164,883,I,155.3,2.9,0.173
7143,360,341,0.199,160,34.6,0.1419,0.104,0.0976,0.0736,0.1159,0.2516,0.3136,0.307,0.3706,0.0875,0.0013,0.2257,0.1057,1576,D,172.8,2.8,0.17
7144,230,369,0.324,162.3,56.3,0.1699,0.1272,0.102,0.0825,0.1229,0.1984,0.2176,0.2374,0.2503,0.1248,0.0019,0.1383,0.0757,281,D,175,2.8,0.135
7145,579,306,0.215,155.3,54.2,0.2144,0.1866,0.167,0.1674,0.1802,0.1986,0.2136,0.2168,0.231,0.1734,0.1014,0.2644,0.2043,358,E,285.2,7.2,0.048
7146,125,296,0.352,171.8,73.8,0.2008,0.1479,0.1061,0.0873,0.1057,0.1335,0.1461,0.1335,0.1538,0.0481,0.0015,0.1245,0.0888,835,E,286.2,6.4,0.157
7147,10,328,0.252,148.4,27.2,0.1221,0.0895,0.0588,0.0312,0.0238,0.019,0.0212,0.0154,0.0161,0.0061,0.0009,0.0057,0.0053,2097,F,286.1,8,0.114
7148,2116,351,0.12,155.7,50.1,0.5068,0.7113,0.6783,0.6979,0.7404,0.7581,0.7463,0.706,0.745,0.3273,0.0174,0.1006,0.0884,336,K,104.8,5.8,0.043
7149,82,366,0.299,149.9,30.8,0.1625,0.1445,0.136,0.1446,0.1541,0.1705,0.1886,0.1776,0.1902,0.1014,0.0124,0.2169,0.1704,733,J,106.4,6.5,0.182
7150,109,289,0.239,155.5,41.8,0.112,0.1073,0.0984,0.0852,0.0975,0.1827,0.218,0.2106,0.2507,0.0872,0.0012,0.151,0.0881,1110,D,232.5,3.6,0.033
7151,10,354,0.459,158.8,58.7,0.1401,0.0967,0.0571,0.0302,0.0242,0.02,0.0173,0.0145,0.0124,0.0069,0.0009,0.0023,0.0009,834,F,104.5,9.8,0.026
7152,22,255,0.086,88.4,26,0.1569,0.1706,0.1645,0.1567,0.1534,0.1921,0.2203,0.2014,0.2619,0.0309,0.0009,0.241,0.1945,3855,G,101.6,9.6,0.163
7153,3862,283,0.152,109.2,21.5,0.1325,0.11,0.1077,0.1144,0.148,0.1937,0.2192,0.2259,0.2458,0.1618,0.0054,0.3222,0.252,250,E,103.7,9.4,0.056
7154,82,294,0.107,180.3,81.6,0.2293,0.1823,0.1171,0.0916,0.0872,0.0878,0.0885,0.0779,0.0984,0.0387,0.0031,0.0549,0.0364,1254,B,267.8,4.4,0.039
7155,10,340,0.21,131.4,23,0.1811,0.1356,0.1299,0.1663,0.1984,0.2396,0.274,0.2482,0.2744,0.0736,0.0012,0.2425,0.1866,1779,E,241.7,3.9,0.228
7156,1410,305,0.187,129.1,25.6,0.237,0.3025,0.3214,0.3605,0.3162,0.3921,0.4164,0.4105,0.402,0.148,0.0017,0.3739,0.2583,974,I,106.1,6.9,0.045
7157,37,313,0.312,158.1,60.9,0.2118,0.2676,0.2411,0.2613,0.2837,0.2852,0.282,0.2691,0.2799,0.19,0.0157,0.3069,0.2811,91,I,280.9,5.8,0.033
7158,37,333,0.308,159.7,46.5,0.5179,0.485,0.4519,0.481,0.4858,0.5085,0.5364,0.4971,0.558,0.1726,0.0321,0.4046,0.334,1095,I,105.2,8.7,0.113
7159,1601,288,0.264,141.1,33.5,0.1805,0.1315,0.1293,0.1365,0.1714,0.2419,0.2693,0.2648,0.3001,0.0967,0.0018,0.3035,0.1805,1462,E,107,10.6,0.122
7160,104,336,0.279,153,48.5,0.1759,0.1594,0.1433,0.152,0.1471,0.1777,0.1822,0.1731,0.1844,0.0916,0.002,0.2065,0.176,618,E,239.6,3.8,0.053
7161,225,311,0.185,185.4,57.6,0.5397,0.5513,0.5255,0.5828,0.6019,0.6163,0.6287,0.6,0.6307,0.283,0.0072,0.564,0.4458,1185,I,312.7,6.5,0.22
7162,520,330,0.172,180.1,69.5,0.2545,0.1946,0.1475,0.1361,0.156,0.1592,0.168,0.1515,0.1712,0.0869,0.0113,0.0875,0.0725,521,G,106.3,6.6,0.018
7163,670,411,0.137,161.1,51.8,0.134,0.1186,0.1054,0.1293,0.1397,0.1565,0.1658,0.1714,0.1881,0.0917,0.0026,0.2355,0.1792,463,E,199.6,2.9,0.051
7164,250,285,0.219,166.8,55,0.1566,0.119,0.1044,0.1027,0.1258,0.1475,0.1511,0.12,0.1426,0.0571,0.0011,0.1421,0.1086,1230,E,286,6.6,0.05
7165,37,286,0.32,164.5,62.1,0.2047,0.2055,0.1833,0.1929,0.2362,0.2175,0.208,0.1979,0.2271,0.1269,0.0024,0.2625,0.2389,374,E,284.2,7.4,0.039
7166,904,349,0.19,152.4,30.7,0.1348,0.1279,0.14,0.1501,0.1869,0.281,0.321,0.3176,0.3473,0.1241,0.002,0.3221,0.231,1099,E,287.7,8.7,0.049
